// 20/10/2025 14:40:07
// ReaderName=192.168.68.100, AntennaIDs=3,4, InventoryMode=DualTarget, ModeIndex=5142, Population=60, PowersInDbm=3=>17,4=>15, Session=1
// Timestamp, EPC, TID, Antenna, RSSI, Frequency, Hostname, PhaseAngle, DopplerFrequency, CRHandle
2025-10-20T14:25:39.2458050-03:00;331A5952C3C1D75B3022D66B;;3;-53;918,75;192.168.68.100;;;
2025-10-20T14:25:39.2497660-03:00;331A5952C3C1D75B3038121E;;3;-54,5;918,75;192.168.68.100;;;
2025-10-20T14:25:39.2548620-03:00;331A5952C3C1D75B3031C49D;;3;-52;918,75;192.168.68.100;;;
2025-10-20T14:25:39.2608160-03:00;331A5952C3C1D75B3033636C;;3;-52;918,75;192.168.68.100;;;
2025-10-20T14:25:39.2688190-03:00;331A5952C3C1D75B3031C49D;;3;-49;918,75;192.168.68.100;;;
2025-10-20T14:25:39.2758960-03:00;331A5952C3C1D75B30229D42;;3;-55,5;918,75;192.168.68.100;;;
2025-10-20T14:25:39.2815840-03:00;331A5952C3C1D75B3019C047;;3;-53;918,75;192.168.68.100;;;
2025-10-20T14:25:39.2857140-03:00;331A5952C3C1D75B3030323F;;3;-51;918,75;192.168.68.100;;;
2025-10-20T14:25:39.2907370-03:00;331A5952C3C1D75B30241B43;;3;-49;918,75;192.168.68.100;;;
2025-10-20T14:25:39.2949560-03:00;331A5952C3C1D75B303D0360;;3;-54;918,75;192.168.68.100;;;
2025-10-20T14:25:39.3154040-03:00;331A5952C3C1D75B303EE615;;3;-55,5;918,75;192.168.68.100;;;
2025-10-20T14:25:39.3609630-03:00;331A5952C3C1D75B3033636C;;3;-51,5;918,75;192.168.68.100;;;
2025-10-20T14:25:39.3662130-03:00;331A5952C3C1D75B3031C49D;;3;-52;918,75;192.168.68.100;;;
2025-10-20T14:25:39.3701770-03:00;331A5952C3C1D75B3031C49D;;3;-49;918,75;192.168.68.100;;;
2025-10-20T14:25:39.3740820-03:00;331A5952C3C1D75B30241B43;;3;-49;918,75;192.168.68.100;;;
2025-10-20T14:25:39.3782350-03:00;331A5952C3C1D75B3022D66B;;3;-53;918,75;192.168.68.100;;;
2025-10-20T14:25:39.3823670-03:00;331A5952C3C1D75B3030323F;;3;-50,5;918,75;192.168.68.100;;;
2025-10-20T14:25:39.3863090-03:00;331A5952C3C1D75B3038121E;;3;-54,5;918,75;192.168.68.100;;;
2025-10-20T14:25:39.3910050-03:00;331A5952C3C1D75B3019C047;;3;-53,5;918,75;192.168.68.100;;;
2025-10-20T14:25:39.4009900-03:00;331A5952C3C1D75B303D0360;;3;-54;918,75;192.168.68.100;;;
2025-10-20T14:25:39.4051530-03:00;331A5952C3C1D75B303EE615;;3;-55,5;918,75;192.168.68.100;;;
2025-10-20T14:25:39.5691790-03:00;331A5952C3C1D75B302B6509;;3;-47,5;906,25;192.168.68.100;;;
2025-10-20T14:25:39.5731270-03:00;331A5952C3C1D75B3019C047;;3;-48,5;906,25;192.168.68.100;;;
2025-10-20T14:25:39.5854480-03:00;331A5952C3C1D75B302B6509;;3;-47,5;906,25;192.168.68.100;;;
2025-10-20T14:25:39.5893560-03:00;331A5952C3C1D75B3019C047;;3;-48,5;906,25;192.168.68.100;;;
2025-10-20T14:25:39.6325290-03:00;331A5952C3C1D75B3031C49D;;3;-49;923,75;192.168.68.100;;;
2025-10-20T14:25:39.6396670-03:00;331A5952C3C1D75B3030323F;;3;-50,5;923,75;192.168.68.100;;;
2025-10-20T14:25:39.6446220-03:00;331A5952C3C1D75B3019C047;;3;-49;923,75;192.168.68.100;;;
2025-10-20T14:25:39.6486680-03:00;331A5952C3C1D75B3031C49D;;3;-50,5;923,75;192.168.68.100;;;
2025-10-20T14:25:39.6526610-03:00;331A5952C3C1D75B3022D66B;;3;-52;923,75;192.168.68.100;;;
2025-10-20T14:25:39.6595200-03:00;331A5952C3C1D75B30241B43;;3;-49,5;923,75;192.168.68.100;;;
2025-10-20T14:25:39.6637410-03:00;331A5952C3C1D75B3030323F;;3;-51,5;923,75;192.168.68.100;;;
2025-10-20T14:25:39.6690030-03:00;331A5952C3C1D75B30315DF6;;3;-55;923,75;192.168.68.100;;;
2025-10-20T14:25:39.6731230-03:00;331A5952C3C1D75B3038121E;;3;-54;923,75;192.168.68.100;;;
2025-10-20T14:25:39.6772800-03:00;331A5952C3C1D75B303D0360;;3;-53,5;923,75;192.168.68.100;;;
2025-10-20T14:25:39.6952780-03:00;331A5952C3C1D75B30241B43;;3;-49,5;923,75;192.168.68.100;;;
2025-10-20T14:25:39.7001530-03:00;331A5952C3C1D75B30229D42;;3;-53;923,75;192.168.68.100;;;
2025-10-20T14:25:39.7092880-03:00;331A5952C3C1D75B3022D66B;;3;-52;923,75;192.168.68.100;;;
2025-10-20T14:25:39.7145700-03:00;331A5952C3C1D75B3038121E;;3;-53,5;923,75;192.168.68.100;;;
2025-10-20T14:25:39.7185300-03:00;331A5952C3C1D75B3031C49D;;3;-49;923,75;192.168.68.100;;;
2025-10-20T14:25:39.7240110-03:00;331A5952C3C1D75B3031C49D;;3;-51;923,75;192.168.68.100;;;
2025-10-20T14:25:39.7301980-03:00;331A5952C3C1D75B30315DF6;;3;-55;923,75;192.168.68.100;;;
2025-10-20T14:25:39.7358460-03:00;331A5952C3C1D75B3030323F;;3;-50,5;923,75;192.168.68.100;;;
2025-10-20T14:25:39.7417260-03:00;331A5952C3C1D75B3019C047;;3;-49;923,75;192.168.68.100;;;
2025-10-20T14:25:39.7634240-03:00;331A5952C3C1D75B3019C047;;4;-46,5;923,75;192.168.68.100;;;
2025-10-20T14:25:39.7685880-03:00;331A5952C3C1D75B30473549;;4;-49,5;923,75;192.168.68.100;;;
2025-10-20T14:25:39.8979380-03:00;331A5952C3C1D75B303C5F3B;;3;-51;904,75;192.168.68.100;;;
2025-10-20T14:25:39.9036760-03:00;331A5952C3C1D75B302B6509;;3;-46;904,75;192.168.68.100;;;
2025-10-20T14:25:39.9090480-03:00;331A5952C3C1D75B303BD557;;3;-55;904,75;192.168.68.100;;;
2025-10-20T14:25:39.9163510-03:00;331A5952C3C1D75B3038121E;;3;-52;904,75;192.168.68.100;;;
2025-10-20T14:25:39.9239650-03:00;331A5952C3C1D75B3038271A;;3;-54;904,75;192.168.68.100;;;
2025-10-20T14:25:39.9338340-03:00;331A5952C3C1D75B3031C49D;;3;-55;904,75;192.168.68.100;;;
2025-10-20T14:25:39.9430610-03:00;331A5952C3C1D75B301AF69E;;3;-55,5;904,75;192.168.68.100;;;
2025-10-20T14:25:39.9550490-03:00;331A5952C3C1D75B3022D66B;;3;-53,5;904,75;192.168.68.100;;;
2025-10-20T14:25:40.1307050-03:00;331A5952C3C1D75B3033636C;;3;-51,5;915,25;192.168.68.100;;;
2025-10-20T14:25:40.1346880-03:00;331A5952C3C1D75B3031C49D;;3;-48,5;915,25;192.168.68.100;;;
2025-10-20T14:25:40.1395930-03:00;331A5952C3C1D75B30241B43;;3;-49;915,25;192.168.68.100;;;
2025-10-20T14:25:40.1455460-03:00;331A5952C3C1D75B30377B18;;3;-54;915,25;192.168.68.100;;;
2025-10-20T14:25:40.1512810-03:00;331A5952C3C1D75B3030323F;;3;-49;915,25;192.168.68.100;;;
2025-10-20T14:25:40.1578270-03:00;331A5952C3C1D75B303EE615;;3;-54,5;915,25;192.168.68.100;;;
2025-10-20T14:25:40.1793680-03:00;331A5952C3C1D75B3030323F;;3;-49;915,25;192.168.68.100;;;
2025-10-20T14:25:40.1852230-03:00;331A5952C3C1D75B3031C49D;;3;-48,5;915,25;192.168.68.100;;;
2025-10-20T14:25:40.1895330-03:00;331A5952C3C1D75B3031C49D;;3;-54,5;915,25;192.168.68.100;;;
2025-10-20T14:25:40.1994870-03:00;331A5952C3C1D75B30241B43;;3;-49;919,75;192.168.68.100;;;
2025-10-20T14:25:40.2033780-03:00;331A5952C3C1D75B3022D66B;;3;-52,5;919,75;192.168.68.100;;;
2025-10-20T14:25:40.2081120-03:00;331A5952C3C1D75B3019C047;;3;-52;919,75;192.168.68.100;;;
2025-10-20T14:25:40.2123000-03:00;331A5952C3C1D75B3030323F;;3;-55;919,75;192.168.68.100;;;
2025-10-20T14:25:40.2161840-03:00;331A5952C3C1D75B3038121E;;3;-55,5;919,75;192.168.68.100;;;
2025-10-20T14:25:40.2201430-03:00;331A5952C3C1D75B30377B18;;3;-54,5;919,75;192.168.68.100;;;
2025-10-20T14:25:40.2241210-03:00;331A5952C3C1D75B3033636C;;3;-51;919,75;192.168.68.100;;;
2025-10-20T14:25:40.3681490-03:00;331A5952C3C1D75B3022D66B;;3;-53;919,75;192.168.68.100;;;
2025-10-20T14:25:40.3743770-03:00;331A5952C3C1D75B3033636C;;3;-51,5;919,75;192.168.68.100;;;
2025-10-20T14:25:40.3784260-03:00;331A5952C3C1D75B3019C047;;3;-52;919,75;192.168.68.100;;;
2025-10-20T14:25:40.3857930-03:00;331A5952C3C1D75B3031C49D;;3;-52,5;919,75;192.168.68.100;;;
2025-10-20T14:25:40.3898450-03:00;331A5952C3C1D75B3030323F;;3;-50,5;919,75;192.168.68.100;;;
2025-10-20T14:25:40.4037830-03:00;331A5952C3C1D75B30377B18;;3;-54;922,75;192.168.68.100;;;
2025-10-20T14:25:40.4079080-03:00;331A5952C3C1D75B3030323F;;3;-52;922,75;192.168.68.100;;;
