// 20/10/2025 14:40:07
// ReaderName=192.168.68.100, AntennaIDs=3,4, InventoryMode=DualTarget, ModeIndex=5142, Population=60, PowersInDbm=3=>17,4=>15, Session=1
// Timestamp, EPC, TID, Antenna, RSSI, Frequency, Hostname, PhaseAngle, DopplerFrequency, CRHandle
2025-10-20T14:25:40.4118140-03:00;331A5952C3C1D75B30241B43;;3;-49,5;922,75;192.168.68.100;;;
2025-10-20T14:25:40.4157460-03:00;331A5952C3C1D75B30229D42;;3;-53,5;922,75;192.168.68.100;;;
2025-10-20T14:25:40.4196870-03:00;331A5952C3C1D75B3031C49D;;3;-49,5;922,75;192.168.68.100;;;
2025-10-20T14:25:40.4244270-03:00;331A5952C3C1D7400007E78A;;3;-54;922,75;192.168.68.100;;;
2025-10-20T14:25:40.4322060-03:00;331A5952C3C1D75B30315DF6;;3;-55;922,75;192.168.68.100;;;
2025-10-20T14:25:40.4380300-03:00;331A5952C3C1D75B3038121E;;3;-54,5;922,75;192.168.68.100;;;
2025-10-20T14:25:40.4439440-03:00;331A5952C3C1D75B3022D66B;;3;-55;922,75;192.168.68.100;;;
2025-10-20T14:25:40.4926630-03:00;331A5952C3C1D75B3019C047;;3;-49,5;922,75;192.168.68.100;;;
2025-10-20T14:25:40.4980390-03:00;331A5952C3C1D75B30377B18;;3;-54,5;922,75;192.168.68.100;;;
2025-10-20T14:25:40.5040360-03:00;331A5952C3C1D75B3022D66B;;3;-52,5;922,75;192.168.68.100;;;
2025-10-20T14:25:40.5081550-03:00;331A5952C3C1D75B303D0360;;3;-54;922,75;192.168.68.100;;;
2025-10-20T14:25:40.5129490-03:00;331A5952C3C1D75B30241B43;;3;-50;922,75;192.168.68.100;;;
2025-10-20T14:25:40.5169340-03:00;331A5952C3C1D75B30315DF6;;3;-54,5;922,75;192.168.68.100;;;
2025-10-20T14:25:40.5208620-03:00;331A5952C3C1D75B3038121E;;3;-55;922,75;192.168.68.100;;;
2025-10-20T14:25:40.5247290-03:00;331A5952C3C1D75B3031C49D;;3;-51,5;922,75;192.168.68.100;;;
2025-10-20T14:25:40.5286690-03:00;331A5952C3C1D75B3033636C;;3;-51,5;922,75;192.168.68.100;;;
2025-10-20T14:25:40.5335640-03:00;331A5952C3C1D75B3031C49D;;3;-49,5;922,75;192.168.68.100;;;
2025-10-20T14:25:40.5384060-03:00;331A5952C3C1D75B3030323F;;3;-50;922,75;192.168.68.100;;;
2025-10-20T14:25:40.5442360-03:00;331A5952C3C1D75B3030323F;;3;-52;922,75;192.168.68.100;;;
2025-10-20T14:25:40.5492130-03:00;331A5952C3C1D75B30229D42;;3;-53,5;922,75;192.168.68.100;;;
2025-10-20T14:25:40.6226270-03:00;331A5952C3C1D75B3022D66B;;3;-52,5;921,75;192.168.68.100;;;
2025-10-20T14:25:40.6287620-03:00;331A5952C3C1D75B3030323F;;3;-53;921,75;192.168.68.100;;;
